user_id,interaction_count
19562,37
15293,37
851,37
16892,37
12942,37
16888,37
13150,37
19120,37
6590,37
19053,37
13829,37
6391,37
12940,37
13071,37
5228,37
12084,37
19573,37
6312,37
6853,37
11841,37
5653,37
12723,37
6816,37
12763,37
15852,37
14028,37
12863,37
12057,37
721,37
18917,37
12873,37
105,37
15710,37
13478,37
62,37
5886,37
4827,37
13847,37
6,37
6768,37
4810,37
673,37
15491,37
17346,37
15263,37
12920,37
5714,37
12914,37
5704,37
13610,37
12867,37
29423,38
8107,38
22250,38
31644,38
17100,38
31581,38
25177,38
33022,38
31639,38
31610,38
5353,38
31606,38
3606,38
29467,38
32951,38
30923,38
20012,38
3597,38
32980,38
8181,38
30953,38
8152,38
8146,38
5373,38
5359,38
32926,38
8202,38
19229,38
29442,38
21784,38
18399,38
17011,38
30390,38
33072,38
31138,38
5574,38
5969,38
8675,38
31433,38
31157,38
3135,38
33329,38
31206,38
19432,38
8856,38
3097,38
22817,38
29109,38
5846,38
8900,38
31386,38
8903,38
8925,38
5797,38
33366,38
3087,38
15676,38
5778,38
31317,38
20193,38
8955,38
24627,38
8894,38
8644,38
31119,38
24667,38
5441,38
21741,38
16064,38
8333,38
6175,38
33137,38
6135,38
8361,38
29336,38
3344,38
31493,38
18317,38
8384,38
15575,38
14844,38
17067,38
6044,38
18312,38
8469,38
16097,38
33238,38
19452,38
23761,38
33256,38
29193,38
31455,38
31453,38
8604,38
3163,38
14905,38
23966,38
32826,38
29545,38
15844,38
7119,38
22458,38
30187,38
23806,38
15074,38
7241,38
31985,38
4266,38
7242,38
30147,38
4215,38
7269,38
32482,38
15135,38
32486,38
30090,38
7327,38
6640,38
19019,38
15061,38
19025,38
30016,38
32498,38
6626,38
15401,38
4913,38
15036,38
4929,38
24949,38
30570,38
15413,38
30259,38
25350,38
6897,38
25318,38
32170,38
32172,38
4613,38
23923,38
30374,38
22409,38
30414,38
15185,38
24881,38
32226,38
30332,38
4528,38
15254,38
7004,38
19630,38
7023,38
4410,38
21951,38
15163,38
30429,38
32334,38
7034,38
32073,38
15219,38
21999,38
15157,38
22000,38
30278,38
32097,38
5333,38
29956,38
22529,38
7858,38
18522,38
18516,38
30777,38
5184,38
32790,38
30788,38
18495,38
30790,38
19918,38
30791,38
15769,38
31709,38
4643,38
31765,38
19944,38
32829,38
29606,38
6298,38
32846,38
32852,38
23856,38
24801,38
23901,38
29585,38
14911,38
15473,38
23952,38
22664,38
3718,38
32827,38
30630,38
7857,38
25464,38
32590,38
7457,38
29908,38
30652,38
18688,38
6574,38
6505,38
32616,38
32627,38
7516,38
25219,38
30701,38
32657,38
6466,38
7849,38
5076,38
15017,38
17165,38
6455,38
29794,38
5117,38
7776,38
18600,38
18586,38
6426,38
7814,38
3913,38
19868,38
32741,38
3868,38
31817,38
32494,38
25251,38
33406,38
34574,38
34537,38
11397,38
34526,38
1666,38
16922,38
34508,38
34585,38
27573,38
14209,38
27622,38
17273,38
1789,38
23198,38
10989,38
34367,38
11126,38
23196,38
1582,38
11462,38
11821,38
34753,38
20844,38
27174,38
1312,38
1335,38
1352,38
14137,38
11732,38
23653,38
21336,38
34699,38
11653,38
25922,38
16627,38
1540,38
1383,38
27165,38
34333,38
10896,38
10655,38
20598,38
10643,38
20582,38
23129,38
10634,38
2152,38
2069,38
10609,38
27920,38
27932,38
27958,38
21464,38
27994,38
28004,38
17782,38
25782,38
34325,38
10739,38
34238,38
27721,38
10888,38
10883,38
23175,38
10868,38
34295,38
27759,38
25798,38
1997,38
21427,38
16939,38
10792,38
34256,38
17716,38
17259,38
27831,38
27787,38
10444,38
27156,38
17558,38
16824,38
35329,38
16894,38
12925,38
16810,38
23490,38
21021,38
13775,38
21011,38
17416,38
12793,38
12757,38
26581,38
35200,38
771,38
20983,38
12860,38
12715,38
13104,38
13754,38
13626,38
21144,38
13574,38
13536,38
26208,38
211,38
247,38
21057,38
35560,38
290,38
26103,38
26278,38
13725,38
26304,38
23533,38
13172,38
23552,38
27148,38
23457,38
12551,38
13989,38
17492,38
12156,38
20891,38
1149,38
12070,38
34843,38
1051,38
16683,38
17531,38
11984,38
27051,38
27055,38
17283,38
1253,38
1255,38
25965,38
804,38
26912,38
16686,38
13868,38
12498,38
24160,38
26770,38
26775,38
12374,38
12369,38
34960,38
26830,38
12296,38
12273,38
928,38
23402,38
966,38
35011,38
17291,38
26835,38
28025,38
14217,38
9584,38
22939,38
14599,38
24519,38
9641,38
21568,38
20423,38
16969,38
17962,38
9721,38
2539,38
9769,38
17992,38
9803,38
20438,38
9841,38
33883,38
9908,38
2500,38
24012,38
23009,38
17920,38
16346,38
9963,38
28257,38
24005,38
10081,38
14629,38
20370,38
28832,38
16156,38
28826,38
9049,38
18120,38
21630,38
9152,38
2914,38
14714,38
28700,38
28694,38
9471,38
28691,38
18076,38
33576,38
9291,38
18053,38
18052,38
9328,38
33657,38
2742,38
24537,38
2728,38
9437,38
2852,38
34018,38
3006,38
10140,38
28185,38
2224,38
10352,38
34069,38
10299,38
25734,38
34081,38
28097,38
10368,38
10237,38
17816,38
34097,38
6330,39
28651,39
9308,39
19147,39
26611,39
6294,39
7432,39
29094,39
23786,39
26559,39
19196,39
6268,39
30898,39
17774,39
8730,39
14365,39
12892,39
19224,39
10587,39
29018,39
9270,39
17210,39
14711,39
12512,39
17468,39
12259,39
13969,39
22757,39
28608,39
25989,39
18480,39
8535,39
14646,39
6459,39
17849,39
26003,39
8549,39
12305,39
26786,39
26011,39
25522,39
7783,39
13916,39
8562,39
17846,39
6396,39
26764,39
9324,39
26025,39
17454,39
12450,39
18566,39
10565,39
17303,39
26480,39
18087,39
28709,39
18129,39
26256,39
26210,39
17215,39
28891,39
31169,39
28068,39
31194,39
9014,39
17362,39
19337,39
13703,39
5855,39
13377,39
13694,39
31264,39
22173,39
28055,39
26157,39
31289,39
19361,39
8978,39
31290,39
17350,39
26154,39
13614,39
31344,39
10401,39
8960,39
29001,39
13338,39
17217,39
30945,39
8483,39
30956,39
29619,39
17401,39
23501,39
13780,39
9180,39
8862,39
6194,39
10537,39
6178,39
22241,39
27992,39
26379,39
30998,39
15541,39
6139,39
13129,39
31029,39
22872,39
31070,39
31091,39
25131,39
13200,39
9139,39
18110,39
9132,39
30988,39
13973,39
8473,39
23382,39
11225,39
8178,39
11239,39
22557,39
27456,39
9883,39
14474,39
17869,39
22464,39
17136,39
7168,39
11415,39
27385,39
8188,39
23814,39
23714,39
15019,39
11446,39
7610,39
22663,39
14112,39
17604,39
14434,39
9712,39
30296,39
23285,39
7017,39
14189,39
25871,39
9917,39
15072,39
17897,39
29916,39
8080,39
28223,39
10880,39
10836,39
10066,39
18460,39
23182,39
8123,39
10024,39
7492,39
27678,39
27261,39
7405,39
10138,39
8148,39
7505,39
28209,39
14724,39
11052,39
11062,39
8158,39
27614,39
11102,39
27598,39
8162,39
10149,39
14451,39
18871,39
28399,39
30324,39
14337,39
18628,39
28485,39
14545,39
6801,39
25633,39
15255,39
9524,39
27007,39
18956,39
14994,39
23639,39
6748,39
27070,39
12050,39
30525,39
27862,39
12101,39
12110,39
17112,39
25503,39
28135,39
9450,39
19022,39
23135,39
22343,39
7749,39
10846,39
29753,39
14643,39
11936,39
25658,39
17955,39
14486,39
22977,39
14076,39
6967,39
27244,39
14071,39
25321,39
29588,39
9696,39
11772,39
14044,39
8260,39
8338,39
7651,39
29406,39
9691,39
27855,39
30399,39
25501,39
17735,39
11825,39
6866,39
29367,39
25678,39
6846,39
29366,39
15218,39
17581,39
7902,39
13638,39
2900,39
24413,39
21488,39
32125,39
4630,39
2237,39
2265,39
16959,39
4588,39
24437,39
34036,39
34023,39
20480,39
20478,39
24871,39
19664,39
21954,39
2377,39
33992,39
32335,39
19674,39
20460,39
33898,39
32362,39
2515,39
2522,39
33854,39
33837,39
24509,39
33830,39
32116,39
2211,39
3788,39
32089,39
20799,39
21371,39
21372,39
21377,39
24278,39
24290,39
1762,39
34378,39
31915,39
20689,39
31950,39
34328,39
22024,39
23914,39
33784,39
1955,39
1968,39
4871,39
20671,39
34299,39
17040,39
2125,39
2161,39
2164,39
20562,39
21466,39
20561,39
2167,39
21998,39
16496,39
24327,39
1526,39
32414,39
2637,39
3218,39
24696,39
17000,39
33232,39
21861,39
20079,39
21857,39
33185,39
3336,39
3379,39
20055,39
3396,39
20049,39
32699,39
3483,39
33019,39
3916,39
32730,39
3576,39
16005,39
21773,39
3846,39
32928,39
32925,39
3699,39
32867,39
32862,39
3795,39
24804,39
16999,39
24680,39
21702,39
3141,39
2648,39
21581,39
16263,39
2717,39
2726,39
16222,39
19746,39
20332,39
24568,39
32536,39
2889,39
31360,39
32576,39
24856,39
32417,39
19768,39
19774,39
2958,39
2984,39
16194,39
16142,39
4047,39
