user_id,interaction_count
35484,12
29437,13
9240,13
11945,13
22061,13
35435,14
12157,14
25298,14
703,14
19038,14
28126,14
27738,14
26661,14
34421,14
197,14
20734,14
13764,14
20462,14
10652,14
4814,14
31216,14
27925,14
14040,14
26380,14
7189,14
5125,14
8859,14
13175,14
25831,14
33803,15
16387,15
29459,15
18447,15
2724,15
8363,15
30719,15
31828,15
35434,15
24468,15
487,15
31416,15
32379,15
3912,15
3306,15
31707,15
18488,15
19925,15
31834,15
14879,15
24363,15
30057,15
22660,15
17758,15
12911,15
26460,15
15012,15
12849,15
21602,15
15086,15
21691,15
24873,15
21694,15
29616,15
15818,15
19789,15
31033,15
2233,15
27398,15
27356,15
34012,15
11532,15
25181,15
1344,15
7846,15
35519,15
5093,15
24870,15
20145,15
2438,15
18357,15
12641,15
10645,15
29931,15
33212,15
16211,15
19557,15
31322,15
29557,15
20240,15
25304,15
29565,15
35466,15
7988,15
26869,15
24825,15
27545,15
12683,15
24189,15
3596,15
32492,15
29194,15
35073,15
32037,15
1565,15
3890,15
13927,15
16770,15
26096,15
13974,15
31605,15
14075,15
35288,15
9267,15
16864,15
33090,15
20932,15
14445,15
29027,15
6725,15
28452,15
30464,15
13298,15
22456,15
8988,15
6592,15
30339,15
18890,15
24146,15
29752,16
12124,16
30495,16
1395,16
12048,16
19721,16
13977,16
22453,16
14364,16
7167,16
21932,16
31900,16
29860,16
29858,16
31958,16
31815,16
13897,16
29851,16
15244,16
21928,16
22446,16
26820,16
26828,16
30970,16
30977,16
34141,16
33076,16
12217,16
26933,16
29847,16
18849,16
6127,16
21898,16
31090,16
29706,16
25799,16
31098,16
11767,16
27217,16
19873,16
21842,16
14121,16
11726,16
30573,16
18729,16
11693,16
35515,16
6047,16
18704,16
30589,16
32255,16
18722,16
32677,16
11800,16
35501,16
5106,16
14332,16
3865,16
356,16
30476,16
12000,16
35489,16
31938,16
31037,16
14083,16
14336,16
15414,16
18682,16
11903,16
14092,16
27117,16
1363,16
21871,16
11834,16
2286,16
21865,16
34088,16
25731,16
12540,16
29877,16
35365,16
13084,16
19321,16
19322,16
13420,16
7095,16
22661,16
25580,16
22647,16
2019,16
2026,16
31832,16
30771,16
19385,16
13475,16
13476,16
12893,16
25461,16
25477,16
26386,16
19133,16
13342,16
25555,16
19181,16
6470,16
34327,16
26306,16
19149,16
33060,16
30209,16
13208,16
7179,16
14723,16
1914,16
13173,16
26270,16
22259,16
22258,16
14794,16
22641,16
19270,16
34593,16
30969,16
30311,16
31878,16
18969,16
13757,16
12591,16
30427,16
19537,16
13798,16
1446,16
34195,16
5066,16
15124,16
1759,16
1933,16
19563,16
15140,16
25354,16
29890,16
15170,16
26717,16
22058,16
18975,16
35436,16
13697,16
30782,16
33198,16
3302,16
13596,16
12766,16
3298,16
13604,16
6971,16
26585,16
12716,16
13625,16
34580,16
25394,16
18377,16
30879,16
6955,16
5001,16
15085,16
13681,16
26161,16
941,16
309,16
30579,16
35062,16
16306,16
33555,16
8140,16
9373,16
4347,16
24089,16
5715,16
27985,16
1017,16
8222,16
16865,16
34893,16
4017,16
20889,16
32382,16
23440,16
28150,16
33826,16
29066,16
9292,16
24665,16
16145,16
28647,16
31300,16
31301,16
207,16
33832,16
20979,16
33873,16
8055,16
5754,16
31325,16
20974,16
10732,16
10713,16
27811,16
21291,16
1123,16
17475,16
34918,16
8353,16
33604,16
16794,16
35653,16
17547,16
9647,16
28249,16
8551,16
29280,16
28413,16
9813,16
17592,16
31471,16
8492,16
29262,16
16778,16
28244,16
20656,16
35644,16
855,16
140,16
5656,16
16839,16
17715,16
10163,16
32615,16
28220,16
21429,16
10110,16
9597,16
33725,16
35639,16
28234,16
5627,16
10059,16
33443,16
20253,16
31271,16
16232,16
3983,16
15730,16
27324,16
33961,16
11252,16
20044,16
29612,16
33967,16
24888,16
15647,16
33492,16
31576,16
11375,16
15886,16
33515,16
21771,16
11266,16
21753,16
35536,16
8911,16
35530,16
28913,16
28849,16
20077,16
32849,16
16066,16
31168,16
17049,16
23938,16
25048,16
27619,16
17229,16
15585,16
811,16
31260,16
8845,16
19943,16
35584,16
8808,16
15983,16
21659,16
231,16
15942,16
15938,16
27540,16
32968,16
920,16
34033,16
24833,16
9175,16
5124,16
7969,16
23861,16
31122,16
11429,16
31221,16
11165,16
9039,16
33531,16
16796,17
25792,17
23857,17
23982,17
30681,17
14625,17
14626,17
30685,17
34519,17
14672,17
948,17
6503,17
25572,17
947,17
5425,17
16787,17
23867,17
6523,17
25691,17
31518,17
14472,17
24081,17
6548,17
14443,17
31503,17
25705,17
30624,17
16909,17
24047,17
30702,17
25741,17
23969,17
3728,17
1001,17
5515,17
1605,17
16803,17
5524,17
30616,17
14566,17
31477,17
14560,17
16840,17
6644,17
16844,17
34975,17
24120,17
35021,17
24117,17
34534,17
30606,17
14524,17
14330,17
31550,17
34573,17
25676,17
24098,17
6478,17
6037,17
24170,17
15336,17
25264,17
15893,17
5833,17
6162,17
15295,17
25285,17
6176,17
15992,17
16015,17
31017,17
16053,17
34832,17
6236,17
16106,17
15161,17
15138,17
24554,17
31333,17
16244,17
16275,17
34869,17
32946,17
5711,17
24917,17
5893,17
25132,17
6018,17
6016,17
15477,17
32974,17
15645,17
15655,17
15671,17
34756,17
31158,17
6125,17
3611,17
34715,17
15425,17
15707,17
31053,17
25040,17
25227,17
24972,17
3577,17
24930,17
15391,17
31082,17
5698,17
32927,17
5681,17
16545,17
14861,17
1510,17
14854,17
16557,17
25526,17
1528,17
30734,17
1084,17
16602,17
31411,17
31429,17
16656,17
14730,17
3694,17
31448,17
1545,17
5559,17
24184,17
16723,17
31465,17
16740,17
5571,17
14864,17
1337,17
24378,17
25380,17
16331,17
30876,17
16347,17
25407,17
16355,17
6310,17
31381,17
24439,17
16427,17
5662,17
16443,17
25457,17
24397,17
14949,17
14946,17
1124,17
3676,17
31393,17
16467,17
24394,17
6417,17
25493,17
16751,17
16500,17
26501,17
14190,17
10548,17
27945,17
29498,17
27922,17
2575,17
29509,17
27908,17
10693,17
10694,17
8090,17
29524,17
10749,17
29529,17
29531,17
27829,17
29489,17
27967,17
10504,17
10479,17
28175,17
28172,17
29404,17
33380,17
28159,17
10272,17
10274,17
8030,17
8247,17
28095,17
29430,17
28075,17
28066,17
28054,17
10427,17
29455,17
10349,17
10812,17
27803,17
3131,17
29609,17
33966,17
2422,17
33968,17
11262,17
7933,17
33972,17
11215,17
33975,17
11366,17
7900,17
11399,17
11433,17
33284,17
7897,17
27364,17
11346,17
8285,17
27529,17
33947,17
33894,17
27757,17
27739,17
10879,17
33906,17
33907,17
10914,17
11145,17
29571,17
29580,17
11016,17
11026,17
33929,17
11039,17
11060,17
2458,17
29573,17
34007,17
28177,17
8294,17
29059,17
28666,17
9319,17
28637,17
29072,17
9353,17
29087,17
9403,17
28581,17
29092,17
9429,17
33455,17
9469,17
33451,17
28543,17
9274,17
9248,17
9192,17
28725,17
28984,17
28956,17
28996,17
28925,17
29002,17
2940,17
8945,17
29138,17
28854,17
9060,17
28784,17
2918,17
28780,17
9148,17
8760,17
9168,17
2932,17
28539,17
2831,17
9506,17
9878,17
29287,17
29291,17
28302,17
9974,17
9980,17
9987,17
2749,17
29353,17
10052,17
10058,17
29356,17
33730,17
28199,17
10183,17
10208,17
8340,17
33386,17
33649,17
28361,17
33448,17
28502,17
2821,17
9573,17
8585,17
9599,17
8572,17
33422,17
28432,17
8550,17
33622,17
28400,17
8490,17
9775,17
3038,17
9807,17
9635,17
14205,17
11472,17
11514,17
13231,17
13253,17
13255,17
13258,17
13326,17
26247,17
13410,17
13437,17
13460,17
33157,17
3370,17
13470,17
30260,17
7063,17
30267,17
34317,17
26329,17
3339,17
30171,17
26468,17
26448,17
30073,17
12975,17
2007,17
12980,17
34280,17
7006,17
26434,17
33177,17
17231,17
34293,17
30144,17
26375,17
13130,17
30163,17
26428,17
26178,17
6976,17
34374,17
25992,17
13982,17
25980,17
30511,17
34469,17
6744,17
14030,17
26006,17
30528,17
25928,17
6704,17
14097,17
3455,17
14157,17
25879,17
14180,17
14066,17
2022,17
26010,17
30478,17
30335,17
13601,17
26142,17
34387,17
6918,17
6915,17
6907,17
13904,17
26094,17
26058,17
13800,17
13816,17
30434,17
34429,17
13867,17
13886,17
34414,17
29635,17
26485,17
26495,17
11809,17
3206,17
27160,17
27127,17
29721,17
11881,17
27074,17
29734,17
33250,17
2251,17
7740,17
27037,17
29744,17
27018,17
12029,17
2288,17
29710,17
11773,17
29687,17
27336,17
11576,17
7868,17
34032,17
27286,17
29657,17
11634,17
7733,17
27285,17
27283,17
34041,17
2320,17
7825,17
29682,17
27240,17
7817,17
27284,17
12054,17
12112,17
34121,17
7444,17
26599,17
29963,17
29975,17
26596,17
29981,17
12704,17
29932,17
26591,17
12735,17
30017,17
30023,17
2061,17
26532,17
3307,17
30026,17
26587,17
26487,17
12632,17
26665,17
33242,17
7663,17
26883,17
26875,17
29813,17
12283,17
26804,17
7486,17
29853,17
26737,17
12439,17
7515,17
26701,17
26688,17
33216,17
12529,17
3259,17
26396,17
8825,17
35498,17
4037,17
22787,17
19840,17
5271,17
31975,17
31814,17
18958,17
22614,17
17730,17
20199,17
20205,17
20780,17
22801,17
22511,17
17753,17
5258,17
17787,17
20756,17
4430,17
17790,17
4228,17
21381,17
803,17
4418,17
22803,17
32710,17
22804,17
87,17
19587,17
4202,17
18737,17
35682,17
35163,17
20624,17
32077,17
31818,17
17975,17
18989,17
35679,17
22620,17
21317,17
17657,17
20325,17
19744,17
20731,17
550,17
32471,17
31688,17
20168,17
32249,17
20172,17
23208,17
18324,17
18736,17
18275,17
18568,17
22782,17
4507,17
21855,17
3994,17
18930,17
21909,17
20211,17
22849,17
18851,17
23031,17
4265,17
18848,17
4563,17
32141,17
4003,17
19559,17
18589,17
32152,17
18619,17
18192,17
19564,17
19992,17
18791,17
20249,17
21649,17
18147,17
4274,17
17925,17
22472,17
19547,17
32696,17
815,17
31946,17
20635,17
20264,17
5190,17
21486,17
18213,17
35648,17
21389,17
32115,17
3930,17
35123,17
18913,17
35585,17
31716,17
21869,17
18231,17
19465,17
23058,17
22859,17
35655,17
22100,17
21457,17
5229,17
23039,17
32163,17
20684,17
4241,17
141,17
21899,17
18884,17
19821,17
31933,17
17953,17
19499,17
35186,17
20581,17
32296,17
20334,17
21493,17
21172,17
32671,17
4109,17
35716,17
21056,17
35541,17
17359,17
23565,17
23547,17
22570,17
31789,17
21542,17
32057,17
21963,17
4577,17
32656,17
21198,17
29,17
17379,17
23479,17
19942,17
21204,17
19261,17
21029,17
22006,17
