user_id,interaction_count
8,3
12,2
19,1
25,1
33,3
39,3
44,0
87,2
107,3
118,3
119,3
139,2
141,1
158,2
160,3
167,2
169,3
191,2
193,3
201,2
204,3
206,3
207,1
212,2
214,2
216,3
222,3
231,3
258,3
262,1
270,3
286,3
293,2
296,1
324,3
329,3
331,2
332,3
343,2
345,2
356,2
358,3
363,3
372,0
373,4
375,4
386,4
404,4
408,4
418,4
430,3
444,3
451,4
452,1
467,4
468,4
472,4
484,2
485,4
487,2
490,4
491,4
495,4
502,3
505,2
510,4
516,2
520,4
525,2
527,4
544,3
545,4
546,3
554,4
555,4
558,4
561,4
566,4
569,4
572,4
582,4
583,3
589,3
595,4
599,2
601,3
605,4
609,3
610,1
621,4
627,4
628,4
630,3
654,4
671,4
673,4
681,4
683,3
688,3
692,4
693,1
697,3
698,4
703,1
704,4
710,4
731,4
736,1
743,2
750,2
751,2
752,1
767,4
774,3
776,4
782,2
784,4
794,3
796,3
800,3
801,4
803,2
811,1
814,4
815,2
819,2
824,3
830,2
832,3
833,2
840,3
841,1
853,4
855,2
858,4
871,4
876,3
885,3
897,3
898,4
901,1
920,2
922,1
936,2
941,1
948,1
950,4
969,4
970,2
976,4
977,4
981,3
982,3
986,3
1001,3
1003,3
1009,3
1029,3
1031,2
1051,2
1053,3
1058,2
1065,3
1069,1
1096,1
1102,3
1106,3
1123,3
1124,2
1126,3
1129,2
1138,4
1143,4
1144,1
1146,4
1147,4
1153,4
1155,4
1160,4
1165,4
1174,4
1175,4
1181,4
1184,4
1191,4
1199,1
1200,3
1203,4
1209,3
1216,4
1241,2
1247,4
1256,4
1260,4
1263,2
1276,4
1277,2
1282,1
1284,2
1290,4
1301,2
1309,3
1322,2
1326,4
1327,2
1328,4
1334,2
1336,4
1337,4
1340,4
1342,4
1351,4
1354,4
1360,3
1363,2
1371,3
1374,2
1378,2
1381,4
1389,2
1393,2
1394,3
1395,2
1398,3
1400,4
1402,3
1409,4
1413,4
1417,1
1425,4
1430,4
1431,2
1434,3
1436,2
1438,2
1440,4
1446,2
1457,3
1458,3
1466,3
1471,2
1477,1
1482,2
1483,4
1485,3
1492,4
1493,4
1495,4
1497,1
1501,4
1505,3
1506,4
1509,4
1511,3
1514,4
1521,2
1528,4
1529,3
1533,4
1536,3
1538,4
1539,2
1548,1
1554,3
1561,3
1562,4
1563,2
1564,3
1565,2
1567,4
1569,4
1570,4
1573,4
1575,1
1582,4
1590,4
1599,2
1602,2
1605,3
1606,1
1610,0
1614,3
1617,3
1619,1
1622,3
1626,3
1645,3
1654,4
1664,3
1687,2
1691,1
1693,2
1695,0
1698,4
1702,2
1703,4
1709,3
1730,3
1743,3
1744,2
1750,1
1753,3
1755,4
1759,3
1765,4
1770,4
1779,3
1803,4
1809,4
1818,4
1821,4
1827,1
1828,4
1829,4
1834,4
1835,3
1837,4
1840,3
1846,3
1855,4
1863,4
1882,3
1884,4
1887,4
1892,1
1894,4
1899,4
1920,3
1921,4
1924,4
1931,3
1933,4
1952,4
1962,1
1967,3
1978,1
1984,4
1986,3
1987,3
2001,4
2002,3
2007,3
2008,3
2010,1
2013,2
2014,4
2019,1
2022,3
2028,3
2030,2
2032,4
2033,4
2038,4
2041,3
2043,0
2045,2
2047,4
2061,2
2062,1
2063,4
2068,2
2070,2
2072,4
2086,3
2090,4
2093,3
2100,3
2103,2
2104,1
2105,4
2107,4
2113,4
2116,3
2119,2
2141,4
2145,4
2154,2
2155,4
2159,3
2168,4
2170,3
2172,4
2176,3
2178,4
2190,3
2191,2
2195,4
2196,3
2204,4
2207,2
2209,3
