user_id,interaction_count
10,6
15,6
16,5
20,6
29,4
32,4
37,4
42,4
50,4
56,5
58,5
61,5
63,6
65,6
75,6
81,5
85,4
86,4
94,6
100,5
112,4
138,5
140,4
142,6
146,5
150,6
153,6
156,4
159,6
162,6
165,5
168,5
180,5
184,4
186,4
187,5
192,4
197,4
200,4
215,6
219,4
221,4
224,4
227,6
239,6
255,4
256,5
265,6
273,5
275,5
282,5
289,4
290,6
291,6
292,6
295,4
302,6
309,6
310,5
321,4
322,5
325,6
333,4
336,6
341,5
344,5
351,5
359,5
360,5
366,6
369,6
379,6
384,5
391,5
396,6
401,6
414,5
422,6
427,5
429,5
434,5
440,6
446,6
448,6
463,6
470,5
477,6
480,6
498,6
506,5
522,5
535,5
538,5
539,5
542,5
550,6
565,6
581,5
593,5
600,6
615,5
633,6
635,5
649,6
650,5
656,6
658,5
665,6
670,5
672,5
677,5
684,6
685,5
686,6
701,5
702,5
709,5
716,6
717,5
730,5
735,6
739,5
741,6
745,5
753,5
754,5
757,6
760,6
769,6
771,6
772,6
778,5
781,6
785,6
786,5
790,6
797,5
799,5
804,6
810,5
821,6
836,6
845,5
852,5
859,5
861,6
864,6
868,6
878,6
881,6
884,6
889,5
895,5
902,5
913,5
917,4
923,5
930,5
935,6
938,5
943,5
947,5
963,5
983,6
991,4
993,4
998,4
1008,4
1013,5
1017,5
1021,4
1030,4
1036,5
1039,5
1040,5
1042,4
1052,6
1055,6
1061,5
1071,6
1079,4
1081,5
1084,4
1087,6
1094,4
1099,4
1104,5
1105,4
1109,6
1111,5
1113,6
1114,6
1115,6
1118,6
1125,6
1131,5
1133,5
1137,6
1139,5
1145,6
1149,5
1176,5
1187,6
1193,5
1205,5
1206,6
1214,5
1215,6
1217,5
1219,5
1237,5
1239,6
1242,5
1249,5
1251,6
1253,5
1255,5
1275,6
1278,6
1283,5
1288,5
1294,6
1295,6
1299,6
1303,6
1316,5
1330,5
1333,6
1335,6
1344,6
1356,5
1367,5
1369,5
1372,6
1373,6
1379,6
1382,6
1383,5
1384,5
1412,5
1414,6
1415,6
1422,5
1429,5
1439,5
1443,6
1444,6
1447,5
1450,5
1456,6
1460,6
1462,6
1467,6
1469,6
1486,5
1491,6
1494,6
1498,5
1500,5
1502,6
1508,5
1510,5
1515,5
1526,5
1534,5
1535,6
1537,6
1541,6
1545,6
1547,6
1559,5
1578,5
1580,5
1583,5
1584,6
1587,6
1592,6
1593,6
1597,5
1598,6
1607,6
1608,6
1611,6
1627,6
1632,5
1640,5
